,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
11895,1,0,0,1,0,3,0,1,0,9,0,1,0,0,"[('continu',)]",[],[],3,"{('NNS', 'VBP'), ('IN', 'DT'), ('DT', 'NN')}",0.0,1
11896,1,0,0,2,0,1,0,0,0,11,0,4,0,0,"[('look',), ('happen',), ('sweden',), ('video',)]",[],[],2,"{('NN', 'IN'), ('JJ', 'NN')}",0.0,1
11897,1,0,0,0,0,2,0,0,0,15,0,7,1,0,"[('probabl',), ('number',), ('go',), ('europ',), ('grow',), ('to',), ('happen',)]","[('go', 'to')]",[],2,"{('IN', 'NN'), ('PRP', 'VBP')}",0.1779,0
11898,1,0,0,0,1,2,0,0,0,22,0,7,0,0,"[('black',), ('money',), ('peopl',), ('mayb',), ('racist',), ('away',), ('buy',)]",[],[],5,"{('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.8176,0
11899,1,0,0,1,1,1,0,0,0,6,0,0,0,0,[],[],[],2,"{('IN', 'DT'), ('DT', 'NN')}",0.0,0
11900,1,0,0,1,0,2,0,2,0,19,0,1,0,0,"[('ask',)]",[],[],1,"{('IN', 'NN')}",0.0,0
11901,1,0,1,0,1,1,0,0,0,6,0,2,0,0,"[('tri',), ('kill',)]",[],[],1,"{('TO', 'VB')}",-0.6908,0
11902,1,0,0,4,0,3,0,1,0,14,0,3,0,0,"[('hard',), ('laugh',), ('eye',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('NNS', 'IN')}",0.4825,0
11903,1,4,0,0,0,0,0,4,0,4,0,0,0,0,[],[],[],2,"{('JJ', 'NN'), ('PRP', 'VBP')}",0.4819,1
11904,1,0,1,0,1,3,0,1,0,38,0,3,0,0,"[('white',), ('tri',), ('mean',)]",[],[],4,"{('DT', 'NN'), ('JJ', 'NN'), ('NN', 'NN'), ('JJ', 'NNS')}",0.6369,0
11905,1,0,0,3,0,3,0,1,0,16,0,4,0,0,"[('nt',), ('lie',), ('know',), ('come',)]",[],[],3,"{('NNS', 'VBP'), ('TO', 'VB'), ('PRP', 'VBP')}",0.0,1
11906,1,0,0,3,0,2,0,1,0,12,0,2,0,0,"[('know',), ('dick',)]",[],[],1,"{('PRP', 'VBP')}",0.0,1
11907,0,0,0,1,1,5,0,0,0,46,0,14,0,0,"[('hell',), ('video',), ('goe',), ('govern',), ('like',), ('game',), ('crime',), ('sick',), ('soon',), ('countri',), ('human',), ('rape',), ('pretti',), ('tri',)]",[],[],11,"{('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.9596,1
11908,1,0,0,3,0,5,0,0,0,18,0,7,0,0,"[('thing',), ('sure',), ('ireland',), ('be',), ('great',), ('come',), ('hear',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('NNS', 'IN')}",0.8651,0
11909,0,1,0,0,2,0,0,0,0,20,0,3,0,0,"[('crap',), ('countri',), ('stop',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",-0.3382,0
11910,1,1,0,0,3,3,0,0,0,28,0,6,0,0,"[('like',), ('day',), ('stop',), ('old',), ('crimin',), ('good',)]",[],[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.8981,1
11911,1,1,0,0,1,2,0,2,0,23,0,5,0,0,"[('new',), ('cultur',), ('irish',), ('find',), ('read',)]",[],[],6,"{('JJ', 'NNS'), ('NNS', 'IN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
11912,1,0,1,0,0,1,0,0,0,25,0,5,0,0,"[('fight',), ('hey',), ('go',), ('countri',), ('think',)]",[],[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.7096,0
11913,1,0,0,5,0,1,0,0,0,7,0,0,0,0,[],[],[],0,set(),0.0,0
11914,1,0,0,1,0,4,0,2,0,24,0,6,0,0,"[('forum',), ('year',), ('white',), ('be',), ('countri',), ('problem',)]",[],[],6,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('DT', 'NN')}",0.3089,1
11915,1,0,0,1,0,0,0,1,0,6,0,0,0,0,[],[],[],2,"{('IN', 'DT'), ('DT', 'NN')}",-0.2263,0
11916,1,0,0,1,0,0,0,0,0,3,0,0,0,0,[],[],[],1,"{('PRP', 'VBP')}",0.0,1
11917,1,0,0,1,0,1,0,0,0,9,0,0,0,0,[],[],[],0,set(),0.0,0
11918,1,0,0,1,0,2,0,0,0,9,0,1,0,0,"[('goe',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('NNS', 'IN')}",0.0,1
11919,1,0,1,0,0,0,0,0,0,4,0,0,0,0,[],[],[],0,set(),0.0,0
11920,1,3,0,0,0,1,0,0,0,11,0,1,0,0,"[('think',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN'), ('PRP', 'VBP')}",0.0,1
11921,1,1,0,0,0,0,0,1,0,19,0,5,0,0,"[('stand',), ('cop',), ('thing',), ('ireland',), ('time',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,0
11922,1,0,0,3,1,3,0,0,0,31,0,2,0,0,"[('come',), ('want',)]",[],[],8,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.3612,1
11923,0,0,0,1,1,2,0,0,0,25,0,6,0,0,"[('black',), ('kind',), ('ireland',), ('futur',), ('life',), ('children',)]",[],[],6,"{('NNS', 'VBP'), ('NNS', 'IN'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'NN')}",-0.3612,0
11924,1,1,0,3,2,6,0,1,0,26,0,5,0,0,"[('ireland',), ('year',), ('heard',), ('come',), ('hous',)]",[],[],8,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
11925,0,0,0,2,0,0,0,0,0,26,0,4,0,0,"[('make',), ('drop',), ('irish',), ('not',)]",[],[],7,"{('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.6808,0
11926,0,0,0,1,0,0,0,0,0,16,0,2,0,0,"[('differ',), ('forc',)]",[],[],3,"{('PRP', 'VBP'), ('TO', 'VB'), ('DT', 'NN')}",-0.4588,0
11927,0,0,0,1,0,0,0,0,0,10,0,3,0,0,"[('cultur',), ('irish',), ('immigr',)]",[],[],4,"{('DT', 'NN'), ('NN', 'IN'), ('JJ', 'NN'), ('NNS', 'IN')}",-0.296,0
11928,0,0,0,4,0,3,0,0,0,45,0,7,0,0,"[('ireland',), ('like',), ('irish',), ('come',), ('crime',), ('countri',), ('nt',)]",[],[],9,"{('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.9147,0
11929,1,0,0,1,0,5,0,1,0,24,0,9,0,0,"[('love',), ('ireland',), ('year',), ('race',), ('nonwhit',), ('countri',), ('think',), ('thousand',), ('allow',)]",[],[],6,"{('NNS', 'VBP'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.7269,1
11930,1,0,0,1,0,1,0,0,0,6,0,3,0,0,"[('ireland',), ('give',), ('away',)]",[],[],0,set(),0.34,1
11931,1,0,0,2,1,2,0,0,0,22,0,2,0,0,"[('women',), ('place',)]",[],[],7,"{('NNS', 'VBP'), ('NNS', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.5994,0
11932,1,0,0,1,0,3,0,1,0,22,0,6,0,0,"[('year',), ('place',), ('irish',), ('not',), ('left',), ('good',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.5927,1
11933,1,0,0,1,0,3,0,1,0,11,0,2,0,0,"[('stay',), ('saw',)]",[],[],4,"{('NN', 'CC'), ('IN', 'DT'), ('IN', 'NN'), ('NNS', 'IN')}",-0.228,0
11934,1,0,0,1,0,1,0,1,0,8,0,3,0,0,"[('black',), ('week',), ('seen',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('NNS', 'IN')}",0.0,0
11935,1,0,2,0,0,0,0,0,0,6,0,1,0,0,"[('chang',)]",[],[],2,"{('JJ', 'NN'), ('DT', 'NN')}",0.0,0
11936,0,0,0,0,1,0,0,1,0,23,0,2,0,0,"[('nt',), ('deport',)]",[],[],5,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('DT', 'NN')}",0.2732,1
11937,1,0,0,1,2,3,0,0,0,51,0,8,0,0,"[('hand',), ('outsid',), ('go',), ('friend',), ('happi',), ('read',), ('date',), ('tri',)]",[],[],8,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.2505,1
11938,1,1,0,0,0,2,0,1,0,9,0,0,0,0,[],[],[],6,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,0
11939,1,1,0,0,1,2,0,0,0,14,0,2,0,0,"[('thank',), ('set',)]",[],[],3,"{('NN', 'CC'), ('TO', 'VB'), ('DT', 'NN')}",0.4199,1
11940,1,0,0,1,0,4,0,1,0,22,0,1,0,0,"[('mayb',)]",[],[],4,"{('IN', 'DT'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN')}",0.6908,0
11941,1,0,0,1,0,1,0,0,0,12,0,3,0,0,"[('post',), ('islam',), ('ireland',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.2924,0
11942,1,0,0,1,0,1,0,1,0,30,0,5,0,0,"[('ireland',), ('white',), ('like',), ('islam',), ('think',)]",[],[],10,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.7506,1
11943,1,0,0,1,1,2,0,0,0,20,0,5,0,0,"[('hit',), ('peopl',), ('ireland',), ('good',), ('problem',)]",[],[],6,"{('NNS', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.1263,1
11944,1,0,0,1,0,0,0,0,0,5,0,1,0,0,"[('way',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",0.0,1
11945,0,3,0,0,1,3,0,1,0,27,0,5,0,0,"[('sure',), ('not',), ('know',), ('set',), ('negro',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.4898,0
11946,1,0,0,1,1,7,0,0,0,31,0,2,0,0,"[('differ',), ('come',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('TO', 'VB'), ('PRP', 'VBP')}",0.5574,1
11947,1,0,0,1,0,5,0,0,0,11,0,3,0,0,"[('thank',), ('support',), ('talk',)]",[],[],3,"{('NN', 'IN'), ('NN', 'NN'), ('NNS', 'IN')}",0.6808,1
11948,1,0,0,1,0,3,0,0,0,21,0,2,0,0,"[('place',), ('yes',)]",[],[],8,"{('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.765,1
11949,1,1,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,1
11950,1,0,0,1,0,2,0,0,0,26,0,2,0,0,"[('peopl',), ('ireland',)]",[],[],6,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.128,1
11951,1,0,0,1,0,0,0,1,0,12,0,3,0,0,"[('media',), ('wonder',), ('irish',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.3052,0
11952,1,0,0,1,0,0,0,1,0,26,0,4,0,0,"[('look',), ('like',), ('know',), ('mention',)]",[],[],9,"{('NNS', 'VBP'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.1901,1
11953,1,0,0,1,0,2,0,0,0,7,0,1,0,0,"[('be',)]",[],[],1,"{('NN', 'NN')}",0.7481,1
11954,1,0,0,1,0,2,0,1,0,8,0,1,0,0,"[('surpris',)]",[],[],2,"{('TO', 'VB'), ('JJ', 'NNS')}",0.5574,1
11955,1,0,3,0,0,1,0,1,0,8,0,3,0,0,"[('hard',), ('hope',), ('feel',)]",[],[],3,"{('NNS', 'VBP'), ('DT', 'JJ'), ('JJ', 'NNS')}",0.212,1
11956,1,1,0,0,0,1,0,0,0,7,0,1,0,0,"[('mother',)]",[],[],2,"{('IN', 'NN'), ('JJ', 'NNS')}",0.0,1
11957,1,0,2,0,0,0,0,0,0,19,0,2,0,0,"[('hand',), ('send',)]",[],[],3,"{('NN', 'NN'), ('NNS', 'IN'), ('DT', 'NN')}",0.3939,0
11958,0,0,0,0,3,6,0,0,0,56,0,12,1,0,"[('wish',), ('women',), ('have',), ('beauti',), ('babi',), ('white',), ('walk',), ('make',), ('damn',), ('open',), ('think',), ('seen',)]","[('white', 'women')]",[],10,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.891,0
11959,1,1,0,0,0,0,0,0,0,3,0,0,0,0,[],[],[],0,set(),0.0,0
11960,1,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,0
11961,0,1,0,0,0,0,0,0,0,11,0,2,0,0,"[('head',), ('filth',)]",[],[],1,"{('NNS', 'IN')}",-0.4574,1
11962,1,0,0,1,0,0,0,0,0,8,0,2,0,0,"[('time',), ('poor',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",-0.4767,1
11963,1,0,0,1,2,2,0,0,0,24,0,4,0,0,"[('ireland',), ('today',), ('girl',), ('hous',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
11964,1,0,0,1,1,3,0,1,0,14,0,4,0,0,"[('said',), ('die',), ('day',), ('like',)]",[],[],2,"{('NNS', 'VBP'), ('NN', 'CC')}",0.3612,0
11965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
11966,1,0,0,1,0,1,0,0,0,23,0,7,0,0,"[('love',), ('attack',), ('one',), ('famili',), ('home',), ('say',), ('law',)]",[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN')}",-0.6486,0
11967,0,0,0,1,1,5,0,0,0,32,0,7,0,0,"[('number',), ('came',), ('white',), ('reason',), ('chines',), ('move',), ('time',)]",[],[],5,"{('JJ', 'NNS'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",-0.5423,1
11968,1,1,0,0,0,0,0,1,0,1,0,0,0,0,[],[],[],0,set(),0.0,0
11969,1,0,1,0,0,4,0,0,0,10,0,3,0,0,"[('area',), ('time',), ('outsid',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
11970,1,0,0,1,0,0,0,1,0,19,0,5,1,0,"[('week',), ('white',), ('indian',), ('non',), ('town',)]","[('non', 'white')]",[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('IN', 'DT'), ('NNS', 'IN')}",0.0,0
11971,1,0,0,1,1,1,0,2,0,16,0,4,0,0,"[('start',), ('littl',), ('stop',), ('watch',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",-0.2263,0
11972,1,0,0,1,0,1,0,2,0,7,0,2,0,0,"[('tv',), ('watch',)]",[],[],3,"{('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",-0.296,0
11973,1,0,0,1,0,0,0,0,0,2,0,0,0,0,[],[],[],0,set(),0.0,0
11974,1,0,0,1,0,0,0,2,0,8,0,1,0,0,"[('sure',)]",[],[],1,"{('JJ', 'NN')}",0.4919,0
11975,1,1,0,2,0,3,0,1,0,22,0,1,0,0,"[('great',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('DT', 'NN')}",0.8122,0
11976,1,1,0,1,0,3,0,3,0,22,0,4,0,0,"[('look',), ('white',), ('fight',), ('hey',)]",[],[],4,"{('NN', 'IN'), ('IN', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",0.6696,1
11977,1,0,0,1,0,3,0,0,0,18,0,5,1,0,"[('look',), ('like',), ('whore',), ('end',), ('nt',)]","[('look', 'like')]",[],4,"{('NN', 'IN'), ('IN', 'NN'), ('NNS', 'IN'), ('PRP', 'VBP')}",-0.4215,1
11978,1,0,0,1,0,0,0,0,0,23,0,5,0,0,"[('face',), ('look',), ('fake',), ('like',), ('forc',)]",[],[],4,"{('PRP', 'VBP'), ('TO', 'VB'), ('NNS', 'IN'), ('JJ', 'NNS')}",-0.6969,1
11979,0,0,0,1,1,1,0,0,0,19,0,4,0,0,"[('get',), ('pig',), ('stop',), ('dead',)]",[],[],4,"{('NN', 'CC'), ('DT', 'JJ'), ('JJ', 'NN'), ('DT', 'NN')}",-0.7579,0
11980,1,1,0,0,1,0,0,1,0,7,0,4,0,0,"[('new',), ('pig',), ('stop',), ('dead',)]",[],[],1,"{('JJ', 'NN')}",-0.7345,0
11981,1,1,0,0,0,1,0,0,0,3,0,1,0,0,"[('youtub',)]",[],[],0,set(),0.0,0
11982,1,0,0,1,0,2,0,0,0,35,0,8,0,0,"[('media',), ('face',), ('peopl',), ('race',), ('run',), ('mix',), ('ignor',), ('time',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('NN', 'CC'), ('DT', 'NN')}",-0.6436,1
11983,1,0,1,1,0,1,0,1,0,15,0,3,0,0,"[('mind',), ('wonder',), ('mean',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('PRP', 'VBP')}",0.4019,1
11984,1,0,0,1,1,3,0,6,0,38,0,6,0,0,"[('cop',), ('will',), ('irish',), ('said',), ('ok',), ('know',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.2023,1
11985,1,0,0,0,0,2,0,0,0,4,0,1,0,0,"[('youtub',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,1
11986,1,0,0,1,0,0,0,1,0,11,0,3,0,0,"[('probabl',), ('tv',), ('good',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('DT', 'NN')}",0.4404,0
11987,1,0,0,1,0,1,0,0,0,17,0,3,0,0,"[('listen',), ('music',), ('read',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.4215,1
11988,1,0,0,1,0,4,0,0,0,29,0,6,0,0,"[('peopl',), ('divers',), ('need',), ('liber',), ('differ',), ('problem',)]",[],[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",-0.7469,1
11989,1,0,0,1,0,7,0,1,0,28,0,7,0,0,"[('post',), ('ago',), ('year',), ('not',), ('away',), ('area',), ('pictur',)]",[],[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.296,1
11990,1,0,0,1,0,0,0,0,0,6,0,3,0,0,"[('probabl',), ('young',), ('be',)]",[],[],0,set(),0.0,0
11991,1,0,0,2,2,3,0,1,0,31,0,5,0,0,"[('africa',), ('million',), ('govern',), ('aid',), ('help',)]",[],[],8,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.5423,1
11992,1,0,0,0,2,2,0,1,0,21,0,4,0,0,"[('africa',), ('aid',), ('world',), ('news',)]",[],[],7,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.3182,1
11993,1,0,0,1,0,2,0,0,0,7,0,2,0,0,"[('thank',), ('like',)]",[],[],1,"{('IN', 'DT')}",0.1754,1
11994,1,0,0,1,1,0,0,2,0,17,0,3,0,0,"[('soon',), ('state',), ('happen',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.0,1
11995,1,0,0,1,0,0,0,0,0,12,0,5,1,0,"[('london',), ('friend',), ('white',), ('say',), ('person',)]","[('white', 'person')]",[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.4939,1
11996,1,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),-0.4019,0
11997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
11998,1,0,0,1,0,2,0,2,0,26,0,8,0,0,"[('post',), ('ireland',), ('like',), ('irish',), ('learn',), ('hope',), ('countri',), ('brother',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",0.8591,0
11999,0,3,0,2,1,1,0,0,0,25,0,6,0,0,"[('attack',), ('ireland',), ('leav',), ('racist',), ('nation',), ('live',)]",[],[],6,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('NN', 'NN')}",-0.9725,1
12000,1,0,0,1,0,1,0,0,0,9,0,1,0,0,"[('be',)]",[],[],2,"{('JJ', 'NN'), ('PRP', 'VBP')}",0.4588,0
12001,1,0,0,1,0,0,0,0,0,13,0,1,0,0,"[('sound',)]",[],[],6,"{('NNS', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0516,0
12002,1,0,0,0,0,1,0,0,0,7,0,2,0,0,"[('got',), ('youtub',)]",[],[],1,"{('TO', 'VB')}",0.0,1
12003,0,0,0,0,1,1,0,0,0,49,0,13,0,0,"[('hand',), ('love',), ('bunch',), ('wors',), ('think',), ('laugh',), ('line',), ('got',), ('hard',), ('islam',), ('nt',), ('say',), ('power',)]",[],[],11,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.804,0
12004,1,0,1,0,0,0,0,0,0,5,0,1,0,0,"[('ask',)]",[],[],0,set(),0.0,1
12005,1,0,0,1,0,1,0,1,0,20,0,3,0,0,"[('like',), ('good',), ('folk',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('DT', 'NN')}",0.6597,0
12006,1,0,1,0,0,0,0,0,0,6,0,2,0,0,"[('london',), ('nonwhit',)]",[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.0,0
12007,1,0,0,3,2,1,0,1,0,25,0,4,0,0,"[('london',), ('god',), ('like',), ('kid',)]",[],[],7,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3798,0
12008,0,0,0,1,0,1,0,0,0,15,0,4,0,0,"[('area',), ('london',), ('islam',), ('littl',)]",[],[],2,"{('IN', 'NN'), ('JJ', 'NNS')}",0.0,0
12009,1,0,0,1,0,4,0,0,0,24,0,7,0,0,"[('let',), ('happen',), ('peopl',), ('run',), ('countri',), ('racial',), ('seen',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.0,1
12010,1,0,0,1,1,3,0,2,0,26,0,2,0,0,"[('real',), ('support',)]",[],[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.6369,1
12011,1,0,0,1,0,0,0,0,0,13,0,4,0,0,"[('race',), ('thing',), ('differ',), ('human',)]",[],[],6,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
12012,1,0,0,1,0,0,0,0,0,4,0,1,0,0,"[('like',)]",[],[],2,"{('IN', 'NN'), ('NNS', 'IN')}",0.3612,1
12013,1,0,0,1,0,1,0,0,0,13,0,1,0,0,"[('nt',)]",[],[],4,"{('NNS', 'VBP'), ('IN', 'DT'), ('DT', 'JJ'), ('PRP', 'VBP')}",0.0,0
12014,1,0,1,0,0,0,0,1,0,23,0,2,0,0,"[('citi',), ('face',)]",[],[],2,"{('NN', 'CC'), ('DT', 'NN')}",0.0,1
